Team,Active Players,Age,Pos.,Status,Base Salary,Payroll %,Country
Kansas City Royals,Brady Singer,25,RP,Pre-Arb,"$726,250",0.77,
Kansas City Royals,Kris Bubic,24,SP,Pre-Arb,"$713,750",0.75,
Kansas City Royals,Jake Brentz,27,RP,Pre-Arb,"$711,250",0.75,
Kansas City Royals,Carlos Hernandez,25,SP,Pre-Arb,"$708,750",0.75,Venezuela
Kansas City Royals,Joel Payamps,28,RP,Pre-Arb,"$708,750",0.75,Dominican Republic
Kansas City Royals,Edward Olivares,26,OF,Pre-Arb,"$705,500",0.74,Venezuela
Kansas City Royals,Daniel Lynch,25,SP,Pre-Arb,"$703,600",0.74,
Kansas City Royals,Gabe Speier,27,RP,Pre-Arb,"$702,000",0.74,
Kansas City Royals,Dylan Coleman,25,RP,Pre-Arb,"$700,650",0.74,
Kansas City Royals,Collin Snider,26,RP,Pre-Arb,"$700,000",0.74,
Kansas City Royals,Bobby Witt Jr.,22,3B,Pre-Arb,"$700,000",0.74,
Kansas City Royals,Ronald Bolanos,25,RP,Pre-Arb,"$700,000",0.66,Cuba
Los Angeles Angels,Mike Trout,30,CF,Vet,"$35,450,000",19.61,
Los Angeles Angels,Anthony Rendon,32,3B,Vet,"$36,000,000",19.32,
Los Angeles Angels,Noah Syndergaard,29,SP,Vet,"$21,000,000",11.09,
Los Angeles Angels,Raisel Iglesias,32,RP/CL,Vet,"$10,000,000",5.28,Cuba
Los Angeles Angels,Aaron Loup,34,RP,Vet,"$7,500,000",3.96,
Los Angeles Angels,Ryan Tepera,34,RP,Vet,"$7,000,000",3.70,
Los Angeles Angels,Michael Lorenzen,30,SP,Vet,"$6,750,000",3.57,
Los Angeles Angels,Shohei Ohtani,27,SP,Arb 2,"$5,500,000",2.91,Japan
Los Angeles Angels,Archie Bradley,29,RP,Vet,"$3,750,000",1.98,
Los Angeles Angels,Max Stassi,31,C,Arb 3,"$3,000,000",1.58,
Los Angeles Angels,Mike Mayers,30,RP,Arb 2,"$2,150,000",1.14,
Los Angeles Angels,Kurt Suzuki,38,C,Vet,"$1,750,000",0.92,
Los Angeles Angels,Matt Duffy,33,1B,Vet,"$1,500,000",0.79,
Los Angeles Angels,Tyler Wade,27,2B,Arb 1,"$825,000",0.44,
Los Angeles Angels,Jaime Barria,25,RP,Pre-Arb,"$730,000",0.39,Panama
Los Angeles Angels,Jared Walsh,28,1B,Pre-Arb,"$730,000",0.39,
Los Angeles Angels,Jordon Adell,23,RF,Pre-Arb,"$720,000",0.38,
Los Angeles Angels,Jimmy Herget,28,RP,Pre-Arb,"$720,000",0.38,
Los Angeles Angels,Jack Mayfield,31,2B,Pre-Arb,"$720,000",0.38,
Los Angeles Angels,Patrick Sandoval,25,SP,Pre-Arb,"$720,000",0.38,
Los Angeles Angels,Jose Suarez,24,SP,Pre-Arb,"$720,000",0.38,Venezuela
Los Angeles Angels,Taylor Ward,28,RF,Pre-Arb,"$720,000",0.38,
Los Angeles Angels,Reid Detmers,22,SP,Pre-Arb,"$710,000",0.38,
Los Angeles Angels,Brandon Marsh,24,LF,Pre-Arb,"$710,000",0.38,
Los Angeles Angels,Oliver Ortega,25,RP,Pre-Arb,"$710,000",0.38,Dominican Republic
Los Angeles Angels,Austin Warren,26,RP,Pre-Arb,"$710,000",0.38,
Los Angeles Angels,Andrew Velazquez,27,SS,Pre-Arb,"$700,000",0.35,
Los Angeles Angels,Kenneth Rosenberg,26,RP,Pre-Arb,"$700,000",0.34,
Los Angeles Dodgers,Freddie Freeman,32,1B,Vet,"$27,000,000",9.29,
Los Angeles Dodgers,Mookie Betts,29,RF,Vet,"$17,500,000",7.74,
Los Angeles Dodgers,Trea Turner,29,SS,Arb 4,"$21,000,000",7.23,
Los Angeles Dodgers,Justin Turner,37,3B,Vet,"$16,000,000",6.88,
Los Angeles Dodgers,Cody Bellinger,26,CF,Arb 3,"$17,000,000",5.85,
Los Angeles Dodgers,Clayton Kershaw,34,SP,Vet,"$14,500,000",5.85,
Los Angeles Dodgers,Craig Kimbrel,34,RP,Vet,"$16,000,000",5.51,
Los Angeles Dodgers,Chris Taylor,31,LF,Vet,"$15,000,000",5.16,
Los Angeles Dodgers,Max Muncy,31,DH,Arb 3,"$11,500,000",4.47,
Los Angeles Dodgers,Tyler Anderson,32,SP,Vet,"$8,000,000",2.75,
Los Angeles Dodgers,Julio Urias,25,SP,Arb 2,"$8,000,000",2.75,Mexico
Los Angeles Dodgers,Walker Buehler,27,SP,Arb 2,"$6,250,000",2.50,
Los Angeles Dodgers,Daniel Hudson,35,RP,Vet,"$6,000,000",2.07,
Los Angeles Dodgers,Austin Barnes,32,C,Arb 3,"$2,600,000",0.95,
Los Angeles Dodgers,Hanser Alberto,29,2B,Arb 3,"$1,350,000",0.46,Dominican Republic
Los Angeles Dodgers,Reyes Moronta,29,RP,Arb 2,"$1,500,000",0.46,Dominican Republic
Los Angeles Dodgers,Edwin Rios,28,3B,Pre-Arb,"$730,000",0.25,
Los Angeles Dodgers,Will Smith,27,C,Pre-Arb,"$730,000",0.25,
Los Angeles Dodgers,Anthony Gonsolin,28,SP,Pre-Arb,"$720,000",0.25,
Los Angeles Dodgers,Brusdar Graterol,23,RP,Pre-Arb,"$720,000",0.25,Venezuela
Los Angeles Dodgers,Gavin Lux,24,2B,Pre-Arb,"$720,000",0.25,
Los Angeles Dodgers,Evan Phillips,27,RP,Pre-Arb,"$720,000",0.25,
Los Angeles Dodgers,Alex Vesia,26,RP,Pre-Arb,"$720,000",0.25,
Los Angeles Dodgers,Justin Bruihl,25,RP,Pre-Arb,"$710,000",0.24,
Los Angeles Dodgers,Mitchell White,27,RP,Pre-Arb,"$710,000",0.24,
Los Angeles Dodgers,Garrett Cleavinger,28,RP,Pre-Arb,"$710,000",0.24,
Los Angeles Dodgers,Phil Bickford,26,RP,Pre-Arb,"$700,000",0.22,
Los Angeles Dodgers,Andre Jackson,26,RP,Pre-Arb,"$700,000",0.21,
Miami Marlins,Avisail Garcia,31,RF,Vet,"$12,000,000",14.76,Venezuela
Miami Marlins,Jorge Soler,30,LF,Vet,"$12,000,000",14.76,Cuba
Miami Marlins,Jesus Aguilar,32,1B,Arb 3,"$7,300,000",8.98,Venezuela
Miami Marlins,Miguel Rojas,33,SS,Vet,"$5,500,000",6.77,Venezuela
Miami Marlins,Joe Wendle,32,3B,Arb 2,"$4,550,000",5.60,
Miami Marlins,Brian Anderson,29,3B,Arb 2,"$4,475,000",5.50,
Miami Marlins,Sandy Alcantara,26,SP,Arb 1,"$3,500,000",4.67,Dominican Republic
Miami Marlins,Anthony Bass,34,RP,Vet,"$3,000,000",3.69,
Miami Marlins,Jacob Stallings,32,C,Arb 1,"$2,600,000",3.20,
Miami Marlins,Garrett Cooper,31,DH,Arb 2,"$2,500,000",3.08,
Miami Marlins,Pablo Lopez,26,SP,Arb 1,"$2,500,000",3.08,Venezuela
Miami Marlins,Richard Bleier,35,RP,Arb 3,"$2,250,000",2.77,
Miami Marlins,Elieser Hernandez,27,SP,Arb 1,"$1,325,000",1.63,Venezuela
Miami Marlins,Jon Berti,32,2B,Arb 1,"$1,200,000",1.48,
Miami Marlins,Tanner Scott,27,RP/CL,Arb 1,"$1,050,000",1.29,
Miami Marlins,Shawn Armstrong,31,RP,Arb 2,"$1,000,000",1.23,
Miami Marlins,Trevor Rogers,24,SP,Pre-Arb,"$722,000",0.89,
Miami Marlins,Jazz Chisholm,24,2B,Pre-Arb,"$718,000",0.88,The Bahamas
Miami Marlins,Jesus Luzardo,24,SP,Pre-Arb,"$715,000",0.88,
Miami Marlins,Anthony Bender,27,RP,Pre-Arb,"$713,000",0.88,
Miami Marlins,Cole Sulser,32,RP,Pre-Arb,"$711,000",0.87,
Miami Marlins,Steven Okert,30,RP,Pre-Arb,"$709,000",0.87,
Miami Marlins,Jesus Sanchez,24,CF,Pre-Arb,"$709,000",0.87,Dominican Republic
Miami Marlins,Bryan De La Cruz,25,CF,Pre-Arb,"$706,000",0.87,Dominican Republic
Miami Marlins,Louis Head,32,RP,Pre-Arb,"$706,000",0.87,
Miami Marlins,Cody Poteet,27,RP,Pre-Arb,"$704,000",0.87,
Miami Marlins,Payton Henry,25,C,Pre-Arb,"$702,000",0.86,United States
Miami Marlins,Daniel Castano,27,RP,Pre-Arb,"$705,000",0.84,
Milwaukee Brewers,Christian Yelich,30,LF,Vet,"$26,000,000",16.81,
Milwaukee Brewers,Lorenzo Cain,36,CF,Vet,"$18,000,000",12.99,
Milwaukee Brewers,Josh Hader,28,RP/CL,Arb 3,"$11,000,000",8.40,
Milwaukee Brewers,Andrew McCutchen,35,DH,Vet,"$8,500,000",6.49,
Milwaukee Brewers,Kolten Wong,31,2B,Vet,"$8,000,000",6.49,
Milwaukee Brewers,Hunter Renfroe,30,RF,Arb 3,"$7,650,000",5.84,
Milwaukee Brewers,Brandon Woodruff,29,SP,Arb 1,"$6,800,000",5.19,
Milwaukee Brewers,Corbin Burnes,27,SP,Arb 1,"$6,500,000",4.97,
Milwaukee Brewers,Omar Narvaez,30,C,Arb 3,"$5,000,000",3.82,Venezuela
Milwaukee Brewers,Willy Adames,26,SS,Arb 1,"$4,600,000",3.51,Dominican Republic
Milwaukee Brewers,Adrian Houser,29,SP,Arb 1,"$2,750,000",2.10,
Milwaukee Brewers,Brent Suter,32,RP,Arb 2,"$2,700,000",2.06,
Milwaukee Brewers,Freddy Peralta,26,SP,Arb 1,"$2,250,000",1.90,Dominican Republic
Milwaukee Brewers,Eric Lauer,27,SP,Arb 1,"$2,425,000",1.85,
Milwaukee Brewers,Rowdy Tellez,27,1B,Arb 1,"$1,940,000",1.48,
Milwaukee Brewers,Jace Peterson,32,3B,Arb 4,"$1,825,000",1.39,
Milwaukee Brewers,Brad Boxberger,34,RP,Vet,"$1,750,000",1.34,
Milwaukee Brewers,Jose Urena,30,RP,Vet,"$1,250,000",0.95,Dominican Republic
Milwaukee Brewers,Trevor Gott,29,RP,Arb 1,"$725,000",0.55,
Milwaukee Brewers,Devin Williams,27,RP,Pre-Arb,"$714,500",0.55,
Milwaukee Brewers,Tyrone Taylor,28,RF,Pre-Arb,"$711,100",0.54,
Milwaukee Brewers,Jake Cousins,27,RP,Pre-Arb,"$706,400",0.54,
Milwaukee Brewers,Michael Brosseau,28,3B,Pre-Arb,"$706,300",0.54,
Milwaukee Brewers,Keston Hiura,25,2B,Pre-Arb,"$705,100",0.54,
Milwaukee Brewers,Hoby Milner,31,RP,Arb 1,"$705,100",0.54,
Milwaukee Brewers,Aaron Ashby,24,SP,Pre-Arb,"$704,500",0.54,
Milwaukee Brewers,Jandel Gustave,29,RP,Arb 1,"$700,000",0.53,Dominican Republic
Milwaukee Brewers,Alex Jackson,26,C,Pre-Arb,"$700,000",0.47,United States
Minnesota Twins,Carlos Correa,27,SS,Vet,"$35,100,000",26.04,
Minnesota Twins,Miguel Sano,29,1B,Vet,"$9,250,000",6.86,Dominican Republic
Minnesota Twins,Byron Buxton,28,CF,Arb 4,"$9,000,000",6.78,
Minnesota Twins,Gary Sanchez,29,C,Arb 3,"$9,000,000",6.68,Dominican Republic
Minnesota Twins,Max Kepler,29,RF,Vet,"$6,750,000",5.01,Germany
Minnesota Twins,Giovanny Urshela,30,3B,Arb 2,"$6,550,000",4.86,Colombia
Minnesota Twins,Jorge Polanco,28,2B,Arb 3,"$5,500,000",4.08,Dominican Republic
Minnesota Twins,Dylan Bundy,29,SP,Vet,"$4,000,000",2.97,
Minnesota Twins,Tyler Duffey,31,RP,Arb 3,"$3,800,000",2.82,
Minnesota Twins,Chris Archer,33,SP,Vet,"$2,750,000",2.04,
Minnesota Twins,Joe Smith,38,RP,Vet,"$2,500,000",1.85,
Minnesota Twins,Emilio Pagan,31,RP/CL,Arb 2,"$2,300,000",1.71,
Minnesota Twins,Chris Paddack,26,SP,Arb 1,"$2,250,000",1.67,
Minnesota Twins,Luis Arraez,25,DH,Arb 1,"$2,000,000",1.48,Venezuela
Minnesota Twins,Caleb Thielbar,35,RP,Arb 1,"$1,300,000",0.96,
Minnesota Twins,Daniel Coulombe,32,RP,Arb 1,"$979,500",0.73,
Minnesota Twins,Cody Stashak,28,RP,Pre-Arb,"$720,400",0.53,
Minnesota Twins,Ryan Jeffers,25,C,Pre-Arb,"$713,050",0.53,
Minnesota Twins,Nick Gordon,26,SS,Pre-Arb,"$706,800",0.52,
Minnesota Twins,Bailey Ober,26,SP,Pre-Arb,"$706,200",0.52,
Minnesota Twins,Gilberto Celestino,23,OF,Pre-Arb,"$702,850",0.52,Dominican Republic
Minnesota Twins,Joe Ryan,26,SP,Pre-Arb,"$701,650",0.52,
Minnesota Twins,Jhoan Duran,24,RP,Pre-Arb,"$700,000",0.52,Dominican Republic
Minnesota Twins,Josh Winder,25,RP,Pre-Arb,"$700,000",0.52,
Minnesota Twins,Griffin Jax,27,RP,Pre-Arb,"$700,000",0.49,
Minnesota Twins,Trevor Larnach,25,LF,Pre-Arb,"$700,000",0.49,
Minnesota Twins,Kyle Garlick,30,RF,Pre-Arb,"$700,000",0.48,
Minnesota Twins,Jose Godoy,27,C,Pre-Arb,"$700,000",0.46,Venezuela
New York Mets,Max Scherzer,37,SP,Vet,"$43,333,333",16.78,
New York Mets,Francisco Lindor,28,SS,Vet,"$32,000,000",13.20,
New York Mets,Robinson Cano,39,DH,Vet,"$24,000,000",7.84,Dominican Republic
New York Mets,Starling Marte,33,RF,Vet,"$14,500,000",6.10,Dominican Republic
New York Mets,Mark Canha,33,LF,Vet,"$12,000,000",4.90,
New York Mets,Carlos Carrasco,35,SP,Vet,"$12,000,000",4.65,Venezuela
New York Mets,Edwin Diaz,28,RP/CL,Arb 3,"$10,200,000",3.95,
New York Mets,Eduardo Escobar,33,3B,Vet,"$10,000,000",3.87,Venezuela
New York Mets,Chris Bassitt,33,SP,Arb 3,"$8,800,000",3.41,
New York Mets,James McCann,32,C,Vet,"$8,000,000",3.16,
New York Mets,Trevor May,32,RP,Vet,"$7,750,000",3.00,
New York Mets,Pete Alonso,27,1B,Arb 1,"$7,400,000",2.87,
New York Mets,Brandon Nimmo,29,CF,Arb 3,"$7,000,000",2.71,
New York Mets,Adam Ottavino,36,RP,Vet,"$4,000,000",1.55,
New York Mets,Dominic Smith,27,LF,Arb 2,"$3,950,000",1.53,
New York Mets,Seth Lugo,32,RP,Arb 3,"$3,925,000",1.52,
New York Mets,Trevor Williams,30,RP,Arb 3,"$3,900,000",1.51,
New York Mets,Jeff McNeil,30,2B,Arb 1,"$3,000,000",1.16,
New York Mets,J.D. Davis,29,3B,Arb 2,"$2,760,000",1.07,
New York Mets,Joely Rodriguez,30,RP,Pre-Arb,"$2,500,000",0.97,Dominican Republic
New York Mets,Chasen Shreve,31,RP,Arb 4,"$1,500,000",0.58,
New York Mets,Travis Jankowski,31,RF,Arb 4,"$1,250,000",0.48,
New York Mets,Tomas Nido,28,C,Arb 1,"$890,000",0.34,
New York Mets,Luis Guillorme,27,SS,Arb 1,"$875,000",0.34,
New York Mets,Drew Smith,28,RP,Arb 1,"$750,000",0.29,
New York Mets,Sean Reid-Foley,26,RP,Pre-Arb,"$717,500",0.28,
New York Mets,Tylor Megill,26,SP,Pre-Arb,"$707,500",0.27,
New York Mets,Yoan Lopez,29,RP,Arb 1,"$700,000",0.24,Cuba
New York Yankees,Gerrit Cole,31,SP,Vet,"$36,000,000",14.60,
New York Yankees,Giancarlo Stanton,32,DH,Vet,"$29,000,000",11.76,
New York Yankees,Josh Donaldson,36,3B,Vet,"$21,000,000",9.33,
New York Yankees,Aroldis Chapman,34,RP/CL,Vet,"$18,000,000",7.30,Cuba
New York Yankees,Aaron Judge,30,RF,Arb 3,"$17,000,000",6.89,
New York Yankees,Anthony Rizzo,32,1B,Vet,"$16,000,000",6.49,
New York Yankees,D.J. LeMahieu,33,DH,Vet,"$15,000,000",6.08,
New York Yankees,Luis Severino,28,SP,Vet,"$11,000,000",4.66,Dominican Republic
New York Yankees,Joey Gallo,28,LF,Arb 3,"$10,275,000",4.17,
New York Yankees,Gleyber Torres,25,2B,Arb 2,"$6,250,000",2.53,Venezuela
New York Yankees,Jordan Montgomery,29,SP,Arb 3,"$6,000,000",2.43,
New York Yankees,Jameson Taillon,30,SP,Arb 3,"$5,800,000",2.35,
New York Yankees,Isiah Kiner-Falefa,27,SS,Arb 2,"$4,700,000",1.91,
New York Yankees,Chad Green,31,RP,Arb 3,"$4,000,000",1.62,
New York Yankees,Miguel Castro,27,RP,Arb 3,"$2,620,000",1.06,Dominican Republic
New York Yankees,Wandy Peralta,30,RP,Arb 3,"$2,150,000",0.87,Dominican Republic
New York Yankees,Jonathan Loaisiga,27,RP,Arb 1,"$1,650,000",0.67,Nicaragua
New York Yankees,Miguel Andujar,27,3B,Arb 1,"$1,300,000",0.53,Dominican Republic
New York Yankees,Marwin Gonzalez,33,3B,Vet,"$1,150,000",0.47,Venezuela
New York Yankees,Clay Holmes,29,RP,Arb 1,"$1,100,000",0.45,
New York Yankees,Kyle Higashioka,32,C,Arb 1,"$935,000",0.38,
New York Yankees,Lucas Luetge,35,RP,Arb 1,"$905,000",0.37,
New York Yankees,Nestor Cortes,27,SP,Pre-Arb,"$727,500",0.30,
New York Yankees,Michael King,27,RP,Pre-Arb,"$722,500",0.29,
New York Yankees,Jose Trevino,29,C,Pre-Arb,"$720,000",0.29,
New York Yankees,Clarke Schmidt,26,RP,Pre-Arb,"$712,500",0.29,
New York Yankees,Ron Marinaccio,27,RP,Pre-Arb,"$700,000",0.28,
New York Yankees,JP Sears,26,RP,Pre-Arb,"$700,000",0.28,
Oakland Athletics,Stephen Piscotty,31,RF,Vet,"$7,250,000",14.65,
Oakland Athletics,Elvis Andrus,33,SS,Vet,"$6,750,000",13.52,Venezuela
Oakland Athletics,Frankie Montas,29,SP,Arb 2,"$5,025,000",9.70,Dominican Republic
Oakland Athletics,Chad Pinder,30,LF,Arb 3,"$2,725,000",5.26,
Oakland Athletics,Tony Kemp,30,2B,Arb 2,"$2,250,000",4.35,
Oakland Athletics,Justin Grimm,33,RP,Vet,"$800,000",1.54,
Oakland Athletics,Billy McKinney,27,DH,Pre-Arb,"$800,000",1.54,
Oakland Athletics,Sean Murphy,27,C,Pre-Arb,"$725,000",1.40,
Oakland Athletics,Paul Blackburn,28,SP,Pre-Arb,"$710,000",1.37,
Oakland Athletics,Cristian Pache,23,CF,Pre-Arb,"$710,000",1.37,Dominican Republic
Oakland Athletics,Austin Allen,28,C,Pre-Arb,"$705,000",1.36,
Oakland Athletics,Seth Brown,29,1B,Pre-Arb,"$705,000",1.36,
Oakland Athletics,Cole Irvin,28,SP,Pre-Arb,"$705,000",1.36,
Oakland Athletics,A.J. Puk,27,RP,Pre-Arb,"$705,000",1.36,
Oakland Athletics,Domingo Acevedo,28,RP,Pre-Arb,"$700,000",1.35,Dominican Republic
Oakland Athletics,Zach Jackson,27,RP,Pre-Arb,"$700,000",1.35,
Oakland Athletics,Daulton Jefferies,26,SP,Pre-Arb,"$700,000",1.35,
Oakland Athletics,Dany Jimenez,28,RP/CL,Pre-Arb,"$700,000",1.35,Dominican Republic
Oakland Athletics,Jake Lemoine,28,RP,Pre-Arb,"$700,000",1.35,
Oakland Athletics,Sam Moll,30,RP,Pre-Arb,"$700,000",1.35,
Oakland Athletics,Sheldon Neuse,27,3B,Pre-Arb,"$700,000",1.35,
Oakland Athletics,Adam Oller,27,SP,Pre-Arb,"$700,000",1.35,
Oakland Athletics,Kirby Snead,27,RP,Pre-Arb,"$700,000",1.35,
Oakland Athletics,Adam Kolarek,33,RP,Arb 1,"$700,000",1.29,
Oakland Athletics,Christian Bethancourt,30,C,Pre-Arb,"$700,000",1.26,Panama
Oakland Athletics,Ryan Castellani,26,RP,Pre-Arb,"$700,000",1.26,
Oakland Athletics,Nick Allen,23,SS,Pre-Arb,"$700,000",1.24,United States
Oakland Athletics,Mickey McDonald,27,CF,Pre-Arb,"$700,000",1.22,
Philadelphia Phillies,Bryce Harper,29,RF,Vet,"$26,000,000",11.81,
Philadelphia Phillies,Zack Wheeler,32,SP,Vet,"$26,000,000",11.15,
Philadelphia Phillies,J.T. Realmuto,31,C,Vet,"$23,875,000",10.24,
Philadelphia Phillies,Nick Castellanos,30,DH,Vet,"$20,000,000",8.58,
Philadelphia Phillies,Kyle Schwarber,29,LF,Vet,"$19,000,000",8.15,
Philadelphia Phillies,Aaron Nola,29,SP,Vet,"$15,000,000",6.65,
Philadelphia Phillies,Didi Gregorius,32,SS,Vet,"$14,500,000",6.54,Netherlands
Philadelphia Phillies,Jean Segura,32,2B,Vet,"$14,250,000",6.37,Dominican Republic
Philadelphia Phillies,Corey Knebel,30,RP/CL,Vet,"$10,000,000",4.29,
Philadelphia Phillies,Rhys Hoskins,29,1B,Arb 2,"$7,700,000",3.30,
Philadelphia Phillies,Kyle Gibson,34,SP,Vet,"$7,000,000",3.00,
Philadelphia Phillies,Jeurys Familia,32,RP,Vet,"$6,000,000",2.57,Dominican Republic
Philadelphia Phillies,Brad Hand,32,RP,Vet,"$6,000,000",2.57,
Philadelphia Phillies,Zach Eflin,28,SP,Arb 3,"$5,500,000",2.36,
Philadelphia Phillies,Jose Alvarado,27,RP,Arb 2,"$1,900,000",0.81,Venezuela
Philadelphia Phillies,Odubel Herrera,30,CF,Arb 3,"$1,750,000",0.75,Venezuela
Philadelphia Phillies,Johan Camargo,28,3B,Arb 2,"$1,400,000",0.60,Panama
Philadelphia Phillies,Ranger Suarez,26,SP,Pre-Arb,"$730,000",0.31,Venezuela
Philadelphia Phillies,Seranthony Dominguez,27,RP,Arb 1,"$725,000",0.31,Dominican Republic
Philadelphia Phillies,Alec Bohm,25,3B,Pre-Arb,"$715,000",0.31,
Philadelphia Phillies,James Norwood,28,RP,Pre-Arb,"$706,400",0.30,
Philadelphia Phillies,Nick Nelson,26,RP,Pre-Arb,"$706,000",0.30,
Philadelphia Phillies,Garrett Stubbs,29,C,Pre-Arb,"$704,500",0.30,
Philadelphia Phillies,Matt Vierling,25,OF,Pre-Arb,"$704,000",0.30,
Philadelphia Phillies,Cristopher Sanchez,25,RP,Pre-Arb,"$701,000",0.30,Dominican Republic
Philadelphia Phillies,Roman Quinn,29,CF,Arb 1,"$700,000",0.30,
Philadelphia Phillies,Andrew Bellatti,30,RP,Pre-Arb,"$700,000",0.28,United States
Philadelphia Phillies,Damon Jones,27,RP,Pre-Arb,"$700,000",0.28,
Pittsburgh Pirates,Ke'Bryan Hayes,25,3B,Pre-Arb,"$10,000,000",14.44,
Pittsburgh Pirates,Bryan Reynolds,27,CF,Arb 1,"$6,750,000",9.75,
Pittsburgh Pirates,Roberto Perez,33,C,Vet,"$5,000,000",7.22,
Pittsburgh Pirates,Yoshitomo Tsutsugo,30,1B,Pre-Arb,"$4,000,000",5.78,Japan
Pittsburgh Pirates,Chris Stratton,31,RP,Arb 2,"$2,700,000",3.90,
Pittsburgh Pirates,Heath Hembree,33,RP,Vet,"$2,125,000",3.07,
Pittsburgh Pirates,Jose Quintana,33,SP,Vet,"$2,000,000",2.89,Colombia
Pittsburgh Pirates,Ben Gamel,30,LF,Arb 3,"$1,800,000",2.60,
Pittsburgh Pirates,Jake Marisnick,31,CF,Vet,"$1,300,000",1.88,
Pittsburgh Pirates,Andrew Knapp,30,C,Arb 3,"$800,000",1.16,
Pittsburgh Pirates,Dan Vogelbach,29,DH,Arb 1,"$800,000",1.16,
Pittsburgh Pirates,Josh VanMeter,27,2B,Pre-Arb,"$726,800",1.05,
Pittsburgh Pirates,JT Brubaker,28,SP,Pre-Arb,"$725,000",1.05,
Pittsburgh Pirates,Michael Chavis,26,2B,Pre-Arb,"$725,000",1.05,
Pittsburgh Pirates,Mitch Keller,26,SP,Pre-Arb,"$725,000",1.05,
Pittsburgh Pirates,David Bednar,27,RP/CL,Pre-Arb,"$715,000",1.03,
Pittsburgh Pirates,Wil Crowe,27,RP,Pre-Arb,"$715,000",1.03,
Pittsburgh Pirates,Dillon Peters,29,RP,Pre-Arb,"$715,000",1.03,
Pittsburgh Pirates,Bryse Wilson,24,SP,Pre-Arb,"$715,000",1.03,
Pittsburgh Pirates,Aaron Fletcher,26,RP,Pre-Arb,"$705,000",1.02,
Pittsburgh Pirates,Zach Thompson,28,SP,Pre-Arb,"$705,000",1.02,
Pittsburgh Pirates,Miguel Yajure,24,RP,Pre-Arb,"$705,000",1.02,Venezuela
Pittsburgh Pirates,Diego Castillo,28,2B,Pre-Arb,"$700,000",1.01,Dominican Republic
Pittsburgh Pirates,Sam Howard,29,RP,Pre-Arb,"$725,000",1.00,
Pittsburgh Pirates,Chase De Jong,28,RP,Pre-Arb,"$700,000",0.91,
Pittsburgh Pirates,Beau Sulser,28,P,Pre-Arb,"$700,000",0.89,
Pittsburgh Pirates,Tucupita Marcano,22,SS,Pre-Arb,"$700,000",0.88,Venezuela
Pittsburgh Pirates,Jack Suwinski,23,RF,Pre-Arb,"$700,000",0.88,United States
San Diego Padres,Manny Machado,29,3B,Vet,"$30,000,000",14.60,
San Diego Padres,Eric Hosmer,32,1B,Vet,"$20,000,000",9.58,
San Diego Padres,Yu Darvish,35,SP,Vet,"$19,000,000",8.67,Japan
San Diego Padres,Sean Manaea,30,SP,Arb 4,"$9,750,000",4.45,
San Diego Padres,Joe Musgrove,29,SP,Arb 3,"$8,625,000",3.93,
San Diego Padres,Jurickson Profar,29,LF,Vet,"$6,500,000",3.35,Curacao
San Diego Padres,Taylor Rogers,31,RP/CL,Arb 4,"$7,300,000",3.33,
San Diego Padres,Ha-seong Kim,26,SS,Pre-Arb,"$7,000,000",3.19,"Korea, South"
San Diego Padres,Robert Suarez,31,RP,Pre-Arb,"$5,000,000",2.74,Venezuela
San Diego Padres,Nick Martinez,31,SP,Vet,"$4,000,000",2.74,
San Diego Padres,Dinelson Lamet,29,RP,Arb 2,"$4,775,000",2.18,Dominican Republic
San Diego Padres,Craig Stammen,38,RP,Vet,"$4,000,000",1.82,
San Diego Padres,Luis Garcia,35,RP,Vet,"$3,000,000",1.48,Dominican Republic
San Diego Padres,Jorge Alfaro,29,C,Arb 2,"$2,725,000",1.24,Colombia
San Diego Padres,Tim Hill,32,RP,Arb 1,"$1,325,000",0.60,
San Diego Padres,Jake Cronenworth,28,2B,Pre-Arb,"$757,200",0.35,
San Diego Padres,Matt Beaty,29,DH,Pre-Arb,"$730,000",0.33,
San Diego Padres,Trent Grisham,25,CF,Pre-Arb,"$729,300",0.33,
San Diego Padres,Austin Nola,32,C,Pre-Arb,"$726,900",0.33,
San Diego Padres,Nabil Crismatt,27,RP,Pre-Arb,"$721,500",0.33,Colombia
San Diego Padres,CJ Abrams,21,SS,Pre-Arb,"$700,000",0.32,
San Diego Padres,Jose Azocar,26,OF,Pre-Arb,"$700,000",0.32,Venezuela
San Diego Padres,Steven Wilson,27,RP,Pre-Arb,"$700,000",0.32,
San Diego Padres,Ray Kerr,27,RP,Pre-Arb,"$7,000,000",0.31,
San Diego Padres,Pedro Avila,25,SP,Pre-Arb,"$700,000",0.30,Venezuela
San Diego Padres,MacKenzie Gore,23,SP,Pre-Arb,"$700,000",0.30,
San Diego Padres,Luis Campusano,23,C,Pre-Arb,"$700,000",0.28,United States
San Diego Padres,Trayce Thompson,31,CF,Pre-Arb,"$700,000",0.27,United States
San Francisco Giants,Carlos Rodon,29,SP,Vet,"$21,500,000",13.71,
San Francisco Giants,Brandon Belt,34,1B,Vet,"$18,400,000",11.74,
San Francisco Giants,Brandon Crawford,35,SS,Vet,"$16,000,000",10.20,
San Francisco Giants,Alex Wood,31,SP,Vet,"$12,500,000",7.97,
San Francisco Giants,Joc Pederson,30,LF,Vet,"$6,000,000",3.83,
San Francisco Giants,Wilmer Flores,30,DH,Vet,"$3,500,000",2.23,Venezuela
